Category,Vector
1,[ 0.  0.  0. 15.  3.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 4. 0. 3.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 0.]
1,[ 0.  0.  0. 14.  3.]
-1,[ 1.          2.         13.          2.14285714 13.        ]
1,[0. 0. 0. 0. 6.]
-1,[ 0.          3.         15.          5.66666667  6.        ]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 5. 1.]
1,[0. 1. 2. 0. 1.]
1,[ 0.  0.  0.  6. 13.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 1. 0. 0.]
-1,[ 0.  1. 21.  0.  2.]
1,[0. 0. 0. 0. 5.]
1,[ 0.          1.          0.          6.33333333 19.        ]
1,[ 0.  1.  0.  0. 10.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  1. 27.  3.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 0.]
-1,[ 0.  1. 14.  0.  3.]
1,[0. 0. 1. 0. 3.]
1,[0. 1. 0. 9. 1.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 8. 1.]
-1,[ 0.  1. 18. 12.  6.]
1,[0. 0. 2. 0. 2.]
-1,[ 0.     3.    16.     1.125  3.   ]
1,[0. 0. 1. 5. 2.]
1,[ 0.   1.   0.  16.6 22. ]
-1,[ 0.  1. 11.  4. 13.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 7. 3.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 3. 0. 3.]
1,[ 0.  0.  0. 14.  0.]
1,[0. 0. 0. 6. 1.]
-1,[0. 0. 7. 0. 4.]
1,[ 0.  1.  0. 40.  9.]
1,[0. 0. 0. 0. 5.]
1,[0. 1. 0. 0. 1.]
-1,[ 0.          4.         19.          6.66666667  7.        ]
1,[ 0.  0.  0. 16.  0.]
1,[0. 1. 0. 0. 2.]
1,[0. 0. 0. 8. 2.]
1,[ 0.  1.  0.  0. 11.]
1,[ 0.  1.  0. 28.  4.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 1. 0. 3.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 3. 3.]
1,[0. 0. 0. 0. 1.]
-1,[ 1.    0.    8.    5.25 10.  ]
-1,[ 0.  3.  0. 10.  3.]
1,[0. 1. 0. 0. 8.]
1,[0. 0. 1. 0. 6.]
1,[0. 2. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 2. 7.]
1,[0. 0. 0. 8. 0.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  1. 14.  7.]
1,[0. 0. 1. 0. 4.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  1.  1.  6. 11.]
1,[0. 0. 0. 0. 4.]
1,[ 0.  0.  0. 15.  2.]
1,[ 0.  0.  0. 10.  1.]
1,[0. 0. 0. 8. 0.]
-1,[ 0.          3.         19.          3.33333333  3.        ]
-1,[0. 1. 0. 0. 5.]
1,[0. 0. 0. 8. 0.]
1,[0. 1. 0. 0. 1.]
1,[0. 1. 3. 0. 2.]
-1,[ 0.  3.  4. 18.  3.]
1,[0.  1.  1.  8.5 2. ]
1,[ 0.  0.  1. 12.  4.]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 0. 0. 8.]
1,[0. 1. 0. 8. 3.]
1,[0. 1. 0. 0. 1.]
1,[0. 0. 2. 0. 3.]
1,[0. 0. 0. 9. 8.]
1,[ 0.  0.  0. 10.  4.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 6. 3.]
-1,[1. 0. 5. 0. 9.]
1,[0. 0. 0. 7. 1.]
-1,[ 0.          3.         21.          5.33333333  5.        ]
-1,[ 0.   0.  12.   8.5  3. ]
1,[ 0.  0.  0.  0. 14.]
1,[ 0.  0.  1. 25.  3.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 7. 3.]
1,[0.         0.         0.         6.66666667 4.        ]
1,[ 0.  0.  1. 10.  5.]
1,[0. 0. 0. 9. 4.]
1,[0. 0. 0. 0. 4.]
1,[0.   0.   1.   1.25 4.  ]
1,[0. 2. 2. 0. 4.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 3. 1.]
1,[0. 0. 0. 7. 8.]
1,[0. 0. 0. 0. 1.]
-1,[ 1.          2.         13.          2.14285714 12.        ]
1,[0. 0. 1. 0. 2.]
1,[0. 0. 1. 0. 3.]
1,[0. 0. 0. 7. 3.]
1,[ 0.  0.  0.  0. 12.]
1,[0.  0.  0.  3.5 3. ]
-1,[ 0.  2. 21. 21.  2.]
1,[0. 0. 4. 0. 8.]
1,[0. 0. 0. 5. 3.]
1,[ 0.  0.  3.  0. 10.]
1,[0. 0. 0. 8. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.  0. 23.  7.  4.]
1,[ 0.  0.  0.  0. 15.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 4. 2.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 6.]
-1,[ 0.  3. 24. 17.  2.]
1,[ 0.  0.  0. 12.  1.]
1,[0. 0. 0. 9. 2.]
1,[ 0.          0.          0.          7.66666667 13.        ]
1,[ 0.  0.  1. 16.  0.]
1,[0. 0. 1. 6. 4.]
-1,[ 0.  1. 20.  3.  7.]
1,[0. 0. 0. 0. 8.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 18.  0.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  1. 10.  0.]
-1,[ 0.  1. 28.  5.  9.]
-1,[ 0.    1.   27.    1.25  9.  ]
1,[0. 0. 0. 0. 0.]
-1,[ 0.  3. 24. 17.  5.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 5. 0.]
1,[0. 0. 0. 0. 2.]
-1,[ 0.  3.  3. 22.  4.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0. 25.  3.]
1,[0. 0. 0. 0. 1.]
-1,[ 1.          2.         15.          1.85714286 12.        ]
1,[0. 0. 0. 0. 3.]
-1,[ 0.  3. 18.  3.  7.]
1,[0. 0. 1. 6. 1.]
1,[ 0.  1.  2. 22.  6.]
1,[ 0.  0.  0. 11.  1.]
1,[0. 0. 1. 0. 5.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 1. 0. 2.]
1,[ 0.   1.   0.   4.6 11. ]
1,[0. 0. 0. 8. 0.]
1,[0. 0. 0. 0. 4.]
1,[ 0.   0.   0.   7.5 15. ]
1,[0. 0. 0. 0. 3.]
-1,[ 0.  2. 17.  0.  6.]
1,[ 0.  0.  0. 32.  4.]
1,[0. 0. 0. 6. 1.]
1,[ 0.  1.  4.  0. 13.]
1,[0. 0. 0. 0. 5.]
-1,[ 0.  2. 24.  0.  2.]
1,[0. 0. 0. 6. 0.]
1,[0. 1. 0. 4. 3.]
1,[ 0.  2.  1. 15.  4.]
1,[0. 0. 2. 0. 3.]
1,[0. 0. 0. 4. 6.]
1,[ 0.  0.  0.  0. 13.]
1,[ 0.  0.  0. 10.  3.]
-1,[ 0.  2. 19. 11.  3.]
1,[0. 0. 0. 0. 0.]
1,[ 0.  0.  0.  0. 11.]
-1,[ 0.  1. 19.  0.  4.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.   2.  26.   1.5  6. ]
1,[ 0.  0.  1.  0. 10.]
1,[ 0.  0.  0. 11.  7.]
-1,[ 0.  2. 19. 18.  2.]
1,[0. 0. 0. 0. 4.]
1,[0. 3. 0. 0. 6.]
-1,[ 0.  4. 21.  0.  4.]
1,[0. 0. 1. 0. 3.]
1,[ 0.          3.          2.          1.54166667 22.        ]
1,[ 0.  0.  0.  0. 19.]
1,[0. 0. 1. 0. 4.]
1,[0. 0. 0. 0. 3.]
1,[0. 2. 0. 0. 2.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 4. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 7. 1.]
1,[0. 0. 1. 0. 7.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 6. 3.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 0.]
-1,[ 0.  1.  2. 19.  6.]
1,[ 0.  1.  0. 30.  6.]
1,[0. 1. 0. 0. 1.]
1,[0. 0. 0. 7. 2.]
-1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0. 16.  1.]
1,[ 0.    1.    4.   19.75 19.  ]
1,[ 0.  0.  0. 15. 17.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 2. 0. 0.]
1,[0. 0. 0. 4. 8.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.  1. 12.  0.  1.]
1,[0. 0. 0. 4. 3.]
-1,[ 0.  3. 13. 15.  4.]
1,[0. 0. 2. 7. 2.]
1,[0. 0. 0. 0. 3.]
-1,[1. 0. 6. 0. 8.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0.  0. 11.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 7. 1.]
-1,[0. 0. 7. 1. 1.]
1,[0. 0. 0. 5. 7.]
1,[0. 0. 1. 0. 3.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 28.  4.]
1,[ 0.  0.  1. 17. 13.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 2. 9. 1.]
1,[ 0.  0.  9.  0. 30.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  1.  0. 15.  3.]
1,[0. 0. 0. 0. 8.]
1,[0. 0. 1. 0. 7.]
1,[1. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.  3. 26.  1. 12.]
1,[0.  1.  0.  7.5 7. ]
1,[0.  0.  1.  8.2 5. ]
1,[ 0.  0.  0. 15.  2.]
-1,[ 1.  2. 19. 10.  7.]
1,[0. 2. 0. 0. 3.]
1,[0. 0. 1. 0. 0.]
1,[0. 1. 0. 8. 3.]
1,[ 0.  0.  0.  7. 10.]
1,[0. 0. 0. 0. 4.]
-1,[ 1.  2.  5. 21.  4.]
1,[ 0.  1.  0. 17.  7.]
1,[0. 1. 0. 0. 2.]
1,[0. 0. 0. 0. 8.]
1,[ 0.  0.  0. 15.  3.]
1,[ 0.  3.  0. 37.  3.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0. 11.  2.]
1,[0. 0. 0. 5. 3.]
1,[ 0.  0.  1. 11.  2.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 4.]
1,[0.  0.  0.  6.5 3. ]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 0.]
-1,[ 0.  2. 21. 14.  9.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 7. 3.]
1,[0. 0. 0. 0. 0.]
1,[ 0.  0.  0. 15.  2.]
1,[0. 1. 0. 0. 1.]
1,[ 0.  2.  0. 21.  1.]
1,[0. 0. 0. 4. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 1. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 3.]
1,[0. 1. 1. 0. 3.]
-1,[ 0.          3.         11.          1.42857143  5.        ]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0.  5. 11.]
1,[0. 0. 0. 8. 5.]
1,[0. 0. 0. 4. 2.]
1,[0. 1. 0. 5. 1.]
1,[ 0.  1.  0. 12.  1.]
1,[0. 0. 0. 9. 0.]
1,[0. 0. 0. 3. 0.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
-1,[ 0.  3. 19.  8.  5.]
-1,[ 0.  6.  6. 11.  2.]
1,[0. 1. 0. 3. 1.]
1,[0. 0. 0. 0. 9.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 2. 0. 3.]
-1,[ 0.  2. 18. 11.  3.]
1,[ 0.  0.  0. 17.  3.]
1,[ 0.  0.  0. 18.  5.]
1,[0. 0. 0. 0. 2.]
-1,[ 1.  2. 12.  0.  7.]
-1,[ 0.  3. 26.  1. 12.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 4.]
-1,[ 0.  2. 15. 14.  3.]
1,[0. 0. 0. 8. 5.]
1,[ 0.          0.          0.          5.66666667 10.        ]
1,[0. 0. 0. 0. 2.]
1,[ 0.  2.  0. 55.  6.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[1. 1. 0. 6. 3.]
1,[0. 0. 1. 0. 1.]
-1,[ 1.          2.         21.          1.85714286 12.        ]
1,[0. 0. 0. 9. 3.]
1,[0. 0. 0. 3. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 7. 0.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 1. 7. 0.]
1,[0. 0. 2. 0. 6.]
1,[0. 0. 1. 0. 6.]
1,[0. 0. 0. 4. 1.]
1,[0. 0. 3. 0. 5.]
1,[0. 0. 1. 6. 2.]
1,[0. 0. 0. 0. 6.]
1,[ 0.  0.  0. 14.  2.]
-1,[ 0.    1.   29.    1.75 11.  ]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 5. 1.]
1,[ 0.   0.   1.  15.5  2. ]
-1,[ 0.          2.         14.          2.57142857  2.        ]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  9.  0. 12.]
-1,[ 0.  1. 16.  0.  1.]
1,[0. 0. 0. 6. 0.]
1,[0. 0. 1. 0. 2.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 4. 0.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0. 18. 17.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 9. 4.]
1,[ 0.  0.  0. 11.  3.]
1,[ 0.  0.  1.  0. 10.]
1,[0. 0. 0. 7. 4.]
1,[0. 0. 1. 4. 1.]
-1,[ 0.          1.         24.          3.33333333  7.        ]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 4. 0.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 9.]
1,[0. 0. 2. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 21.  9.]
1,[0.         0.         0.         2.33333333 2.        ]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0. 10.  2.]
1,[ 0.          0.          1.         17.33333333 37.        ]
1,[0. 0. 1. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 1. 0. 1.]
1,[0.         0.         0.         0.66666667 7.        ]
-1,[ 1.  1. 10. 10.  8.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 1. 0. 1.]
1,[ 1.  0.  1. 26.  8.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0.  0. 14.]
-1,[ 0.   2.  24.   5.5  4. ]
1,[ 0.   0.   0.   3.5 25. ]
1,[0. 0. 0. 4. 7.]
1,[0. 0. 0. 0. 4.]
1,[ 0.  0.  0. 11.  0.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
-1,[ 1.          4.         20.          1.85714286  8.        ]
1,[0. 0. 0. 6. 3.]
1,[ 0.    0.    0.    1.75 24.  ]
1,[ 0.  0.  0. 23.  7.]
1,[0. 0. 4. 0. 3.]
1,[0. 1. 0. 0. 1.]
1,[0. 1. 0. 6. 5.]
-1,[ 0.  1. 27.  3.  9.]
1,[0. 0. 0. 7. 0.]
-1,[ 0.          2.         19.          4.66666667  4.        ]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 9. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 5. 0.]
1,[0. 0. 0. 2. 0.]
1,[0. 1. 0. 0. 8.]
1,[ 0.  0.  0. 14.  5.]
1,[0. 0. 1. 0. 6.]
1,[0. 1. 0. 0. 2.]
1,[0. 0. 1. 0. 0.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  2.  0. 25.  7.]
1,[0. 0. 3. 0. 4.]
1,[0. 0. 0. 6. 1.]
1,[ 0.  0.  1. 31.  7.]
1,[ 0.  0.  0. 17. 12.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.   2.  16.   3.2  3. ]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 3. 4.]
1,[0.         0.         0.         6.33333333 1.        ]
1,[ 0.  1.  0.  6. 10.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 1. 0. 6.]
1,[0. 0. 0. 5. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 7.]
1,[ 0.  0.  0. 35. 13.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 1. 0. 0. 2.]
1,[ 0.  0.  1. 12.  1.]
1,[0. 0. 0. 6. 2.]
1,[0. 0. 0. 0. 8.]
1,[0. 0. 0. 0. 4.]
1,[ 0.  0.  0. 37. 12.]
1,[0. 1. 0. 0. 2.]
1,[0. 0. 0. 0. 7.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.   3.  26.   8.5  7. ]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 0. 0. 1.]
1,[ 0.          0.          0.          2.66666667 21.        ]
1,[0. 0. 1. 0. 4.]
1,[0.         0.         0.         2.33333333 1.        ]
1,[0. 0. 0. 2. 3.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 1. 9. 9.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  1.  0.  0. 10.]
1,[ 0.  0.  1. 18.  2.]
1,[ 0.  0.  0. 15. 18.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 0.]
1,[ 0.  0.  0. 20.  5.]
1,[ 0.  0.  9.  0. 15.]
1,[ 0.  0.  0. 10.  3.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0. 13.  4.]
1,[0. 0. 3. 8. 2.]
-1,[ 0.  3. 24.  0.  5.]
-1,[ 0.  1. 13.  0.  4.]
-1,[ 0.          1.         17.          2.14285714  2.        ]
1,[ 0.   0.   0.  12.5  1. ]
-1,[ 0.          2.         16.          4.66666667  7.        ]
1,[0. 0. 0. 0. 5.]
-1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 5. 1.]
1,[ 0.     0.     0.     3.375 13.   ]
1,[0. 1. 0. 9. 1.]
1,[ 0.  0.  0. 23.  3.]
-1,[ 0.  0. 14.  8.  3.]
-1,[ 0.          3.         26.          6.33333333  6.        ]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.  1. 12.  0.  3.]
1,[ 0.  0.  0. 13.  6.]
1,[0. 0. 0. 0. 3.]
1,[0.  0.  1.  6.5 6. ]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 0. 4. 1.]
1,[ 0.  0.  0. 17.  9.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 1.]
1,[0.  0.  0.  5.5 0. ]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 7. 1.]
1,[0. 0. 1. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 3.]
1,[0. 1. 0. 0. 0.]
1,[ 0.          0.          0.          7.66666667 16.        ]
1,[0.         0.         2.         4.33333333 0.        ]
1,[0. 0. 0. 0. 2.]
1,[0. 1. 0. 7. 6.]
1,[0. 0. 1. 0. 7.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[ 0.  0.  0. 33.  8.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  2. 16.  5.]
1,[0. 0. 0. 8. 3.]
1,[0. 0. 1. 0. 2.]
1,[ 0.  0.  2. 13.  0.]
1,[0. 0. 0. 0. 0.]
1,[ 0.  0.  0. 17.  0.]
1,[ 0.  0.  2. 18.  3.]
1,[0. 0. 0. 5. 2.]
1,[0. 0. 0. 0. 4.]
1,[0.         1.         0.         6.33333333 4.        ]
1,[0. 0. 0. 5. 2.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 1. 0. 6.]
1,[0. 1. 0. 3. 1.]
1,[0. 0. 0. 9. 6.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.  2. 11.  0.  3.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 4. 0. 5.]
1,[0. 0. 0. 0. 1.]
1,[0.  0.  0.  2.5 0. ]
1,[0. 0. 1. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 0.]
1,[0. 1. 0. 7. 3.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 1. 0. 3.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  3. 19.  3.]
-1,[ 0.  4. 15.  0. 12.]
1,[ 0.  0.  0. 12.  4.]
1,[ 0.  0.  0. 14.  1.]
1,[ 0.  0.  0. 18.  4.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 2.]
-1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 2.]
1,[ 0.   0.   0.  19.5  4. ]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 0. 0. 1.]
1,[0. 0. 0. 0. 3.]
-1,[ 1.  1. 13.  0.  4.]
1,[0. 0. 0. 0. 0.]
1,[0. 1. 0. 3. 1.]
1,[0. 0. 0. 0. 7.]
-1,[ 0.  3. 13. 15.  4.]
1,[0. 1. 1. 0. 2.]
-1,[ 1.  5. 10. 20.  8.]
1,[0. 0. 1. 0. 1.]
1,[0. 0. 0. 7. 3.]
1,[0.  0.  0.  7.5 2. ]
-1,[ 1.   0.  17.   4.5 10. ]
-1,[ 1.  2.  5. 21.  4.]
-1,[ 0.          4.         20.          2.33333333  7.        ]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 4. 1.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 5.]
1,[1. 2. 0. 0. 3.]
1,[ 0.  0.  0. 11.  5.]
1,[0. 0. 0. 0. 7.]
1,[0. 0. 0. 0. 7.]
1,[0. 0. 1. 0. 2.]
1,[0. 0. 0. 0. 2.]
1,[0. 2. 0. 0. 0.]
-1,[ 0.   3.  22.   7.5  0. ]
1,[0. 1. 0. 0. 6.]
1,[ 0.  0.  9.  0. 12.]
1,[ 0.  0.  0. 26.  4.]
1,[0. 0. 0. 4. 0.]
-1,[ 1.  2. 13.  6.  6.]
1,[0. 0. 0. 2. 1.]
1,[0. 0. 1. 0. 4.]
1,[0. 0. 0. 2. 1.]
1,[ 0.  0.  1. 12.  2.]
-1,[0.  2.  9.  9.5 6. ]
1,[ 0.  0.  0. 12.  3.]
1,[0. 0. 0. 0. 7.]
1,[ 0.   0.   0.   8.5 13. ]
1,[0.         0.         0.         3.66666667 3.        ]
-1,[ 1.    1.   18.    4.25 10.  ]
1,[0. 0. 0. 7. 4.]
1,[0. 1. 1. 0. 2.]
1,[0. 0. 0. 0. 7.]
-1,[ 0.    1.   40.    1.25  9.  ]
1,[0. 0. 0. 0. 0.]
1,[ 0.  0.  0. 12.  2.]
1,[0. 0. 0. 6. 7.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 1. 0. 8.]
1,[0. 0. 0. 7. 3.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 4. 0.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0.  0. 12.]
1,[0. 0. 0. 0. 9.]
1,[ 0.  0.  0. 52.  4.]
1,[ 0.  0.  1.  0. 13.]
1,[ 0.  0.  0. 30. 10.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 5. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 5. 4.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.  1. 28. 10.  9.]
1,[0.   0.   0.   4.75 0.  ]
-1,[ 0.    1.   29.    1.25  9.  ]
1,[0. 0. 0. 9. 3.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0.  0.  0.  6.5 0. ]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 1. 0. 3.]
1,[0. 0. 0. 0. 0.]
1,[ 0.  2.  0. 55.  6.]
1,[0. 0. 0. 0. 3.]
-1,[ 0.   1.  21.   2.5  3. ]
1,[0.   0.   0.   8.25 2.  ]
1,[0. 0. 0. 0. 2.]
-1,[ 0.  1. 14.  0.  5.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 7. 1.]
1,[ 0.          0.          0.         10.66666667  3.        ]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 2.]
-1,[0.         1.         2.         4.66666667 8.        ]
1,[0.  0.  0.  2.5 2. ]
1,[ 0.  0.  0. 14.  7.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0. 19.  0.]
1,[0. 0. 4. 0. 5.]
1,[0. 0. 0. 0. 5.]
1,[ 0.  0.  1. 42. 17.]
1,[0. 1. 0. 3. 1.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0. 12.  3.]
1,[ 0.  0.  1. 14.  9.]
1,[0. 0. 1. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 3.]
